impd,date,year,gear,spp,tl,aged,age
GDCL,10/3/2017,2017,EF,Bluegill,108,0,
GDCL,10/3/2017,2017,EF,Bluegill,108,0,
GDCL,10/3/2017,2017,EF,Bluegill,108,0,
GDCL,10/3/2017,2017,EF,Bluegill,109,0,
GDCL,10/3/2017,2017,EF,Bluegill,109,0,
GDCL,10/3/2017,2017,EF,Bluegill,109,0,
GDCL,10/3/2017,2017,EF,Bluegill,109,0,
GDCL,10/3/2017,2017,EF,Bluegill,110,0,
GDCL,10/3/2017,2017,EF,Bluegill,111,0,
GDCL,10/3/2017,2017,EF,Bluegill,111,0,
GDCL,10/3/2017,2017,EF,Bluegill,111,0,
GDCL,10/3/2017,2017,EF,Bluegill,111,0,
GDCL,10/3/2017,2017,EF,Bluegill,111,0,
GDCL,10/3/2017,2017,EF,Bluegill,112,0,
GDCL,10/3/2017,2017,EF,Bluegill,112,0,
GDCL,10/3/2017,2017,EF,Bluegill,112,0,
GDCL,10/3/2017,2017,EF,Bluegill,112,0,
GDCL,10/3/2017,2017,EF,Bluegill,112,0,
GDCL,10/3/2017,2017,EF,Bluegill,113,0,
GDCL,10/3/2017,2017,EF,Bluegill,114,0,
GDCL,10/3/2017,2017,EF,Bluegill,114,0,
GDCL,10/3/2017,2017,EF,Bluegill,114,0,
GDCL,10/3/2017,2017,EF,Bluegill,114,0,
GDCL,10/3/2017,2017,EF,Bluegill,115,0,
GDCL,10/3/2017,2017,EF,Bluegill,115,0,
GDCL,10/3/2017,2017,EF,Bluegill,116,0,
GDCL,10/3/2017,2017,EF,Bluegill,118,0,
GDCL,10/3/2017,2017,EF,Bluegill,119,0,
GDCL,10/3/2017,2017,EF,Bluegill,119,0,
GDCL,10/3/2017,2017,EF,Bluegill,119,0,
GDCL,10/3/2017,2017,EF,Bluegill,120,0,
GDCL,10/3/2017,2017,EF,Bluegill,121,0,
GDCL,10/3/2017,2017,EF,Bluegill,122,0,
GDCL,10/3/2017,2017,EF,Bluegill,122,0,
GDCL,10/3/2017,2017,EF,Bluegill,122,0,
GDCL,10/3/2017,2017,EF,Bluegill,122,0,
GDCL,10/3/2017,2017,EF,Bluegill,123,0,
GDCL,10/3/2017,2017,EF,Bluegill,123,0,
GDCL,10/3/2017,2017,EF,Bluegill,124,0,
GDCL,10/3/2017,2017,EF,Bluegill,125,0,
GDCL,10/3/2017,2017,EF,Bluegill,125,0,
GDCL,10/3/2017,2017,EF,Bluegill,126,0,
GDCL,10/3/2017,2017,EF,Bluegill,126,0,
GDCL,10/3/2017,2017,EF,Bluegill,127,0,
GDCL,10/3/2017,2017,EF,Bluegill,127,0,
GDCL,10/3/2017,2017,EF,Bluegill,127,0,
GDCL,10/3/2017,2017,EF,Bluegill,127,0,
GDCL,10/3/2017,2017,EF,Bluegill,127,0,
GDCL,10/3/2017,2017,EF,Bluegill,130,0,
GDCL,10/3/2017,2017,EF,Bluegill,130,0,
GDCL,10/3/2017,2017,EF,Bluegill,130,0,
GDCL,10/3/2017,2017,EF,Bluegill,131,0,
GDCL,10/3/2017,2017,EF,Bluegill,131,0,
GDCL,10/3/2017,2017,EF,Bluegill,131,0,
GDCL,10/3/2017,2017,EF,Bluegill,132,0,
GDCL,10/3/2017,2017,EF,Bluegill,132,0,
GDCL,10/3/2017,2017,EF,Bluegill,132,0,
GDCL,10/3/2017,2017,EF,Bluegill,132,0,
GDCL,10/3/2017,2017,EF,Bluegill,133,0,
GDCL,10/3/2017,2017,EF,Bluegill,134,0,
GDCL,10/3/2017,2017,EF,Bluegill,134,0,
GDCL,10/3/2017,2017,EF,Bluegill,134,0,
GDCL,10/3/2017,2017,EF,Bluegill,135,0,
GDCL,10/3/2017,2017,EF,Bluegill,135,0,
GDCL,10/3/2017,2017,EF,Bluegill,135,0,
GDCL,10/3/2017,2017,EF,Bluegill,135,0,
GDCL,10/3/2017,2017,EF,Bluegill,135,0,
GDCL,10/3/2017,2017,EF,Bluegill,136,0,
GDCL,10/3/2017,2017,EF,Bluegill,136,0,
GDCL,10/3/2017,2017,EF,Bluegill,136,0,
GDCL,10/3/2017,2017,EF,Bluegill,136,0,
GDCL,10/3/2017,2017,EF,Bluegill,137,0,
GDCL,10/3/2017,2017,EF,Bluegill,137,0,
GDCL,10/3/2017,2017,EF,Bluegill,137,0,
GDCL,10/3/2017,2017,EF,Bluegill,138,0,
GDCL,10/3/2017,2017,EF,Bluegill,138,0,
GDCL,10/3/2017,2017,EF,Bluegill,139,0,
GDCL,10/3/2017,2017,EF,Bluegill,139,0,
GDCL,10/3/2017,2017,EF,Bluegill,139,0,
GDCL,10/3/2017,2017,EF,Bluegill,139,0,
GDCL,10/3/2017,2017,EF,Bluegill,140,0,
GDCL,10/3/2017,2017,EF,Bluegill,141,0,
GDCL,10/3/2017,2017,EF,Bluegill,141,0,
GDCL,10/3/2017,2017,EF,Bluegill,142,0,
GDCL,10/3/2017,2017,EF,Bluegill,142,0,
GDCL,10/3/2017,2017,EF,Bluegill,142,0,
GDCL,10/3/2017,2017,EF,Bluegill,143,0,
GDCL,10/3/2017,2017,EF,Bluegill,143,0,
GDCL,10/3/2017,2017,EF,Bluegill,143,0,
GDCL,10/3/2017,2017,EF,Bluegill,144,0,
GDCL,10/3/2017,2017,EF,Bluegill,144,0,
GDCL,10/3/2017,2017,EF,Bluegill,144,0,
GDCL,10/3/2017,2017,EF,Bluegill,145,0,
GDCL,10/3/2017,2017,EF,Bluegill,145,0,
GDCL,10/3/2017,2017,EF,Bluegill,145,0,
GDCL,10/3/2017,2017,EF,Bluegill,145,0,
GDCL,10/3/2017,2017,EF,Bluegill,145,0,
GDCL,10/3/2017,2017,EF,Bluegill,146,0,
GDCL,10/3/2017,2017,EF,Bluegill,146,0,
GDCL,10/3/2017,2017,EF,Bluegill,147,0,
GDCL,10/3/2017,2017,EF,Bluegill,147,0,
GDCL,10/3/2017,2017,EF,Bluegill,148,0,
GDCL,10/3/2017,2017,EF,Bluegill,148,0,
GDCL,10/3/2017,2017,EF,Bluegill,148,0,
GDCL,10/3/2017,2017,EF,Bluegill,148,0,
GDCL,10/3/2017,2017,EF,Bluegill,148,0,
